,Year,DEBT_MDN
131,2005,10500.0
132,2005,5726.5
133,2005,3312.0
134,2005,3747.0
135,2005,5313.0
136,2005,4375.0
137,2005,3313.0
138,2005,8736.5
139,2005,7000.0
140,2005,3634.0
141,2005,6125.0
142,2005,11226.0
143,2005,3313.0
144,2005,5347.0
145,2005,2625.0
146,2005,5500.0
147,2005,10500.0
148,2005,5250.0
149,2005,7500.0
150,2005,
151,2005,9000.0
152,2005,7625.5
153,2005,
154,2005,8513.0
155,2005,6625.0
156,2005,2625.0
157,2005,3936.0
158,2005,4810.0
159,2005,2625.0
160,2005,2245.0
161,2005,
162,2005,
163,2005,2624.0
164,2005,5250.0
165,2005,5151.0
166,2005,
167,2005,
168,2005,4374.0
169,2005,
170,2005,
171,2005,1300.0
172,2005,2625.0
173,2005,
174,2005,2625.0
175,2005,2625.0
176,2005,11625.0
177,2005,11625.0
178,2005,5500.0
179,2005,11000.0
180,2005,
181,2005,4254.5
182,2005,11000.0
183,2005,
184,2005,
185,2005,
186,2005,
187,2005,
188,2005,2625.0
189,2005,
190,2005,6625.0
191,2005,2625.0
192,2005,
193,2005,6354.0
194,2005,1633.0
195,2005,3312.0
196,2005,5688.0
197,2005,2375.0
198,2005,6725.0
199,2005,2625.0
200,2005,2600.0
201,2005,
202,2005,2625.0
203,2005,2250.0
204,2005,
205,2005,2625.0
206,2005,2625.0
207,2005,6032.0
208,2005,2625.0
209,2005,4200.0
210,2005,2625.0
211,2005,
212,2005,2625.0
213,2005,6625.0
214,2005,7714.0
215,2005,
216,2005,6625.0
217,2005,6029.5
218,2005,3705.0
219,2005,
220,2005,2625.0
221,2005,2625.0
222,2005,6125.0
223,2005,
224,2005,
225,2005,
226,2005,6625.0
227,2005,5155.0
228,2005,
229,2005,3775.0
230,2005,4318.0
231,2005,2875.0
232,2005,24975.5
233,2005,
234,2005,
235,2005,
236,2005,9117.5
237,2005,2625.0
238,2005,
239,2005,4225.0
240,2005,8276.5
241,2005,
242,2005,11500.0
243,2005,6125.0
244,2005,6817.5
245,2005,5881.0
246,2005,6256.0
247,2005,3500.0
248,2005,
249,2005,10500.0
250,2005,3500.0
251,2005,10210.0
252,2005,17125.0
253,2005,
254,2005,5500.0
255,2005,10500.0
256,2005,11459.0
257,2005,
258,2005,
259,2005,5500.0
260,2005,
261,2005,4445.0
262,2005,5505.0
263,2005,10041.5
264,2005,9083.0
265,2005,9000.0
266,2005,5500.0
267,2005,7552.0
268,2005,7432.0
269,2005,7206.0
270,2005,7110.0
271,2005,5500.0
272,2005,6738.0
273,2005,8354.0
274,2005,11000.0
275,2005,8318.0
276,2005,10500.0
277,2005,10562.0
278,2005,10094.0
279,2005,11000.0
280,2005,5500.0
281,2005,11000.0
282,2005,10189.0
283,2005,
284,2005,
285,2005,8250.0
286,2005,6625.0
287,2005,6625.0
288,2005,4417.0
289,2005,14500.0
290,2005,12779.0
291,2005,
292,2005,
293,2005,3500.0
294,2005,1925.0
295,2005,9419.0
296,2005,3705.0
297,2005,3705.0
298,2005,3705.0
299,2005,3705.0
300,2005,3705.0
301,2005,3705.0
302,2005,3705.0
303,2005,3500.0
304,2005,2625.0
305,2005,3433.0
306,2005,2625.0
307,2005,10377.5
308,2005,10500.0
309,2005,10500.0
310,2005,8000.0
311,2005,
312,2005,3500.0
313,2005,3500.0
314,2005,
315,2005,7387.5
316,2005,6625.0
317,2005,7472.0
318,2005,
319,2005,3500.0
320,2005,6625.0
321,2005,6625.0
322,2005,3939.0
323,2005,9875.0
324,2005,24389.0
325,2005,
326,2005,16515.0
327,2005,2945.5
328,2005,
329,2005,2625.0
330,2005,3312.0
331,2005,2625.0
332,2005,2625.0
333,2005,2625.0
334,2005,2244.0
335,2005,4880.0
336,2005,3500.0
337,2005,
338,2005,6625.0
339,2005,3500.0
340,2005,13625.0
341,2005,6625.0
342,2005,3500.0
343,2005,10500.0
344,2005,
345,2005,
346,2005,3500.0
347,2005,
348,2005,3125.0
349,2005,5520.0
350,2005,2831.0
351,2005,4005.0
352,2005,2302.0
353,2005,
354,2005,6625.0
355,2005,3500.0
356,2005,6125.0
357,2005,9250.0
358,2005,6125.0
359,2005,6125.0
360,2005,2625.0
361,2005,4416.0
362,2005,
363,2005,
364,2005,4000.0
365,2005,
366,2005,
367,2005,2625.0
368,2005,6874.5
369,2005,
370,2005,3250.0
371,2005,2625.0
372,2005,2625.0
373,2005,2625.0
374,2005,2625.0
375,2005,5730.0
376,2005,3313.0
377,2005,6392.0
378,2005,
379,2005,11000.0
380,2005,2625.0
381,2005,
382,2005,2625.0
383,2005,
384,2005,2625.0
385,2005,12937.5
386,2005,4417.0
387,2005,4852.0
388,2005,6125.0
389,2005,6625.0
390,2005,6125.0
391,2005,
392,2005,10415.0
393,2005,
394,2005,8214.0
395,2005,6625.0
396,2005,
397,2005,5976.5
398,2005,6625.0
399,2005,8958.0
400,2005,
401,2005,3750.0
402,2005,6625.0
403,2005,6625.0
404,2005,8751.0
405,2005,3937.5
406,2005,
407,2005,7435.5
408,2005,7312.5
409,2005,2625.0
410,2005,7500.0
411,2005,6625.0
412,2005,10500.0
413,2005,13500.0
414,2005,
415,2005,3500.0
416,2005,2625.0
417,2005,3353.0
418,2005,2625.0
419,2005,10433.0
420,2005,
421,2005,5419.0
422,2005,5500.0
423,2005,12833.0
424,2005,2665.0
425,2005,
426,2005,3500.0
427,2005,3500.0
428,2005,
429,2005,
430,2005,2625.0
431,2005,9996.0
432,2005,3289.5
433,2005,
434,2005,7500.0
435,2005,2665.0
436,2005,
437,2005,4417.0
438,2005,14250.0
439,2005,
440,2005,
441,2005,
442,2005,
443,2005,4439.5
444,2005,4340.5
445,2005,6339.0
446,2005,5610.5
447,2005,6625.0
448,2005,6293.0
449,2005,3750.0
450,2005,2041.0
451,2005,
452,2005,
453,2005,
454,2005,
455,2005,
456,2005,
457,2005,
458,2005,
459,2005,
460,2005,4375.5
461,2005,2625.0
462,2005,8937.5
463,2005,
464,2005,
465,2005,
466,2005,11000.0
467,2005,2625.0
468,2005,4416.0
469,2005,3500.0
470,2005,2625.0
471,2005,6500.0
472,2005,
473,2005,
474,2005,
475,2005,3500.0
476,2005,3500.0
477,2005,3213.5
478,2005,12747.5
479,2005,4637.0
480,2005,4416.0
481,2005,4000.0
482,2005,4730.0
483,2005,5934.5
484,2005,4312.0
485,2005,6473.0
486,2005,5212.0
487,2005,4790.0
488,2005,6431.0
489,2005,4900.0
490,2005,6625.0
491,2005,5500.0
492,2005,10500.0
493,2005,7000.5
494,2005,
495,2005,3744.0
496,2005,
497,2005,3899.0
498,2005,3624.0
499,2005,3712.5
500,2005,10625.0
501,2005,10344.0
502,2005,
503,2005,5074.0
504,2005,
505,2005,3312.0
506,2005,16750.0
507,2005,
508,2005,8500.0
509,2005,5062.0
510,2005,
511,2005,
512,2005,10500.0
513,2005,
514,2005,
515,2005,10500.0
516,2005,11000.0
517,2005,
518,2005,
519,2005,2485.0
520,2005,
521,2005,
522,2005,2665.0
523,2005,5500.0
524,2005,15040.0
525,2005,13100.0
526,2005,12125.0
527,2005,10757.5
528,2005,5500.0
529,2005,
530,2005,4417.0
531,2005,2625.0
532,2005,5500.0
533,2005,3500.0
534,2005,
535,2005,10500.0
536,2005,3500.0
537,2005,
538,2005,
539,2005,3500.0
540,2005,2625.0
541,2005,9625.0
542,2005,
543,2005,11000.0
544,2005,3500.0
545,2005,3000.0
546,2005,12257.0
547,2005,15583.5
548,2005,18250.0
549,2005,2665.0
550,2005,6625.0
551,2005,2632.5
552,2005,2625.0
553,2005,9228.0
554,2005,10771.5
555,2005,11000.0
556,2005,11625.0
557,2005,9564.0
558,2005,
559,2005,14250.0
560,2005,
561,2005,2625.0
562,2005,2625.0
563,2005,8286.0
564,2005,8286.0
565,2005,10500.0
566,2005,2625.0
567,2005,5500.0
568,2005,2625.0
569,2005,6055.0
570,2005,4417.0
571,2005,5749.5
572,2005,3500.0
573,2005,11625.0
574,2005,2625.0
575,2005,3500.0
576,2005,
577,2005,10125.0
578,2005,6625.0
579,2005,2765.0
580,2005,
581,2005,3500.0
582,2005,3500.0
583,2005,
584,2005,4959.5
585,2005,10500.0
586,2005,3500.0
587,2005,7066.0
588,2005,2642.5
589,2005,2625.0
590,2005,11750.0
591,2005,3500.0
592,2005,10500.0
593,2005,5963.0
594,2005,11000.0
595,2005,7791.0
596,2005,11000.0
597,2005,5319.5
598,2005,2625.0
599,2005,12257.0
600,2005,
601,2005,
602,2005,29875.0
603,2005,14500.0
604,2005,
605,2005,
606,2005,
607,2005,14000.0
608,2005,
609,2005,4482.0
610,2005,2625.0
611,2005,6387.0
612,2005,4633.0
613,2005,
614,2005,2625.0
615,2005,6205.0
616,2005,3500.0
617,2005,1917.5
618,2005,3313.0
619,2005,3750.0
620,2005,4608.0
621,2005,2665.0
622,2005,3500.0
623,2005,10500.0
624,2005,2625.0
625,2005,7609.0
626,2005,
627,2005,11625.0
628,2005,13000.0
629,2005,14836.5
630,2005,
631,2005,
632,2005,
633,2005,
634,2005,3419.0
635,2005,6625.0
636,2005,5500.0
637,2005,2625.0
638,2005,4426.0
639,2005,3313.0
640,2005,9126.0
641,2005,5153.0
642,2005,9100.0
643,2005,10500.0
644,2005,10500.0
645,2005,5899.5
646,2005,7292.0
647,2005,8120.0
648,2005,8125.0
649,2005,11227.0
650,2005,4851.0
651,2005,6625.0
652,2005,2625.0
653,2005,3500.0
654,2005,10500.0
655,2005,6625.0
656,2005,9136.0
657,2005,5000.0
658,2005,6625.0
659,2005,2625.0
660,2005,6625.0
661,2005,2625.0
662,2005,12698.0
663,2005,3313.0
664,2005,6625.0
665,2005,
666,2005,5542.0
667,2005,10828.0
668,2005,
669,2005,5250.0
670,2005,3000.0
671,2005,4013.5
672,2005,4763.0
673,2005,
674,2005,4325.0
675,2005,2625.0
676,2005,5250.0
677,2005,6203.5
678,2005,2625.0
679,2005,11000.0
680,2005,4207.5
681,2005,4207.5
682,2005,5800.0
683,2005,2625.0
684,2005,6125.0
685,2005,2625.0
686,2005,5153.0
687,2005,2625.0
688,2005,5053.0
689,2005,3313.0
690,2005,3500.0
691,2005,9000.0
692,2005,10375.0
693,2005,6625.0
694,2005,6625.0
695,2005,5890.5
696,2005,
697,2005,5565.0
698,2005,5491.0
699,2005,6365.0
700,2005,2683.5
701,2005,
702,2005,6625.0
703,2005,6251.0
704,2005,
705,2005,6125.0
706,2005,4957.0
707,2005,2625.0
708,2005,
709,2005,5439.0
710,2005,6625.0
711,2005,7419.0
712,2005,6625.0
713,2005,8263.0
714,2005,6125.0
715,2005,6040.0
716,2005,5704.0
717,2005,14500.0
718,2005,
719,2005,5609.0
720,2005,11000.0
721,2005,3313.0
722,2005,4725.0
723,2005,8875.0
724,2005,16974.5
725,2005,4417.0
726,2005,2624.0
727,2005,
728,2005,6125.0
729,2005,6625.0
730,2005,
731,2005,10750.0
732,2005,
733,2005,2625.0
734,2005,6625.0
735,2005,
736,2005,17062.5
737,2005,1735.0
738,2005,2351.0
739,2005,1775.0
740,2005,3937.0
741,2005,2625.0
742,2005,
743,2005,6625.0
744,2005,4417.0
745,2005,7812.5
746,2005,6625.0
747,2005,2625.0
748,2005,2625.0
749,2005,6125.0
750,2005,2625.0
751,2005,5809.0
752,2005,6790.5
753,2005,1313.0
754,2005,14375.0
755,2005,11000.0
756,2005,
757,2005,8250.0
758,2005,2400.0
759,2005,9938.0
760,2005,6625.0
761,2005,5037.0
762,2005,21000.0
763,2005,11083.0
764,2005,2625.0
765,2005,
766,2005,14639.0
767,2005,5500.0
768,2005,
769,2005,12901.0
770,2005,7500.0
771,2005,4178.0
772,2005,2622.0
773,2005,1500.0
774,2005,2625.0
775,2005,6625.0
776,2005,11000.0
777,2005,9000.0
778,2005,2625.0
779,2005,8125.0
780,2005,5500.0
781,2005,11625.0
782,2005,11625.0
783,2005,6125.0
784,2005,3500.0
785,2005,
786,2005,5299.0
787,2005,13625.0
788,2005,14257.5
789,2005,
790,2005,13070.5
791,2005,
792,2005,4999.0
793,2005,3500.0
794,2005,4000.0
795,2005,
796,2005,9625.0
797,2005,
798,2005,4417.0
799,2005,6125.0
800,2005,
801,2005,6375.0
802,2005,10500.0
803,2005,
804,2005,6725.0
805,2005,6125.0
806,2005,1712.0
807,2005,
808,2005,2625.0
809,2005,2665.5
810,2005,2823.5
811,2005,6625.0
812,2005,3129.5
813,2005,5825.0
814,2005,8250.0
815,2005,
816,2005,2625.0
817,2005,5500.0
818,2005,
819,2005,2625.0
820,2005,3500.0
821,2005,10750.0
822,2005,2625.0
823,2005,6625.0
824,2005,5250.0
825,2005,8250.0
826,2005,5500.0
827,2005,2625.0
828,2005,9185.0
829,2005,
830,2005,3500.0
831,2005,4589.0
832,2005,4275.0
833,2005,4417.0
834,2005,6125.0
835,2005,9625.0
836,2005,11300.0
837,2005,5500.0
838,2005,3312.0
839,2005,6725.0
840,2005,7291.0
841,2005,7250.0
842,2005,11000.0
843,2005,9127.0
844,2005,9126.0
845,2005,10097.0
846,2005,4417.0
847,2005,
848,2005,6125.0
849,2005,
850,2005,
851,2005,2625.0
852,2005,6016.0
853,2005,3279.5
854,2005,2850.0
855,2005,4600.0
856,2005,2625.0
857,2005,6125.0
858,2005,4416.0
859,2005,4417.0
860,2005,9126.0
861,2005,6625.0
862,2005,7500.0
863,2005,5881.0
864,2005,7560.5
865,2005,3139.0
866,2005,2625.0
867,2005,3500.0
868,2005,
869,2005,3000.0
870,2005,
871,2005,
872,2005,
873,2005,2939.0
874,2005,4150.0
875,2005,3500.0
876,2005,
877,2005,2625.0
878,2005,
879,2005,
880,2005,10500.0
881,2005,2625.0
882,2005,2625.0
883,2005,13750.0
884,2005,
885,2005,4776.0
886,2005,6551.0
887,2005,4000.0
888,2005,4000.0
889,2005,2625.0
890,2005,6625.0
891,2005,5250.0
892,2005,
893,2005,
894,2005,6125.0
895,2005,8896.0
896,2005,6125.0
897,2005,2625.0
898,2005,4417.0
899,2005,
900,2005,10125.0
901,2005,2625.0
902,2005,2625.0
903,2005,2625.0
904,2005,
905,2005,3313.0
906,2005,
907,2005,
908,2005,9126.0
909,2005,9126.0
910,2005,
911,2005,17125.0
912,2005,5865.0
913,2005,2625.0
914,2005,11625.0
915,2005,2625.0
916,2005,
917,2005,5500.0
918,2005,3500.0
919,2005,
920,2005,3500.0
921,2005,
922,2005,9625.0
923,2005,3228.0
924,2005,
925,2005,
926,2005,3199.0
927,2005,2625.0
928,2005,6750.0
929,2005,7250.0
930,2005,9938.0
931,2005,10625.0
932,2005,7525.0
933,2005,3623.0
934,2005,4417.0
935,2005,
936,2005,2625.0
937,2005,
938,2005,4417.0
939,2005,5099.0
940,2005,9186.0
941,2005,
942,2005,
943,2005,7868.0
944,2005,3937.5
945,2005,4500.0
946,2005,
947,2005,3000.0
948,2005,10500.0
949,2005,
950,2005,6625.0
951,2005,5746.0
952,2005,5746.0
953,2005,5500.0
954,2005,
955,2005,
956,2005,
957,2005,
958,2005,3750.0
959,2005,6197.0
960,2005,14086.0
961,2005,2342.5
962,2005,2342.5
963,2005,
964,2005,2625.0
965,2005,6756.5
966,2005,6625.0
967,2005,5250.0
968,2005,5312.0
969,2005,6125.0
970,2005,3025.0
971,2005,
972,2005,3844.0
973,2005,11625.0
974,2005,2625.0
975,2005,4416.0
976,2005,9774.0
977,2005,
978,2005,4000.0
979,2005,2625.0
980,2005,6125.0
981,2005,
982,2005,
983,2005,7250.0
984,2005,6763.0
985,2005,9500.0
986,2005,6625.0
987,2005,9041.5
988,2005,2625.0
989,2005,
990,2005,5500.0
991,2005,
992,2005,
993,2005,5500.0
994,2005,
995,2005,9000.0
996,2005,3500.0
997,2005,1776.0
998,2005,6625.0
999,2005,3500.0
1000,2005,2625.0
1001,2005,7725.0
1002,2005,13000.0
1003,2005,2625.0
1004,2005,6744.0
1005,2005,10500.0
1006,2005,11000.0
1007,2005,5500.0
1008,2005,2625.0
1009,2005,6125.0
1010,2005,5573.5
1011,2005,2625.0
1012,2005,7650.0
1013,2005,7612.0
1014,2005,8638.0
1015,2005,2958.0
1016,2005,
1017,2005,6125.0
1018,2005,5203.5
1019,2005,2625.0
1020,2005,
1021,2005,
1022,2005,
1023,2005,5500.0
1024,2005,3391.0
1025,2005,8377.0
1026,2005,
1027,2005,5001.0
1028,2005,
1029,2005,3500.0
1030,2005,
1031,2005,4144.0
1032,2005,11000.0
1033,2005,11548.0
1034,2005,2976.5
1035,2005,11625.0
1036,2005,
1037,2005,
1038,2005,5250.0
1039,2005,
1040,2005,10500.0
1041,2005,
1042,2005,20263.0
1043,2005,
1044,2005,6028.0
1045,2005,16457.0
1046,2005,6625.0
1047,2005,
1048,2005,12291.0
1049,2005,6125.0
1050,2005,9075.0
1051,2005,2625.0
1052,2005,
1053,2005,12626.0
1054,2005,15125.0
1055,2005,5230.5
1056,2005,
1057,2005,
1058,2005,10781.0
1059,2005,9529.0
1060,2005,
1061,2005,2625.0
1062,2005,
1063,2005,5500.0
1064,2005,
1065,2005,2625.0
1066,2005,8925.0
1067,2005,4084.0
1068,2005,3500.0
1069,2005,6625.0
1070,2005,7875.0
1071,2005,4600.0
1072,2005,5500.0
1073,2005,6651.0
1074,2005,2625.0
1075,2005,6625.0
1076,2005,2625.0
1077,2005,2725.0
1078,2005,4500.0
1079,2005,3518.0
1080,2005,3000.0
1081,2005,3500.0
1082,2005,3935.0
1083,2005,
1084,2005,2989.0
1085,2005,5500.0
1086,2005,2625.0
1087,2005,6625.0
1088,2005,6125.0
1089,2005,4625.0
1090,2005,2625.0
1091,2005,3500.0
1092,2005,5250.0
1093,2005,8875.0
1094,2005,11625.0
1095,2005,4805.0
1096,2005,5500.0
1097,2005,6625.0
1098,2005,6625.0
1099,2005,2625.0
1100,2005,9910.0
1101,2005,6125.0
1102,2005,4750.0
1103,2005,2942.5
1104,2005,
1105,2005,3887.5
1106,2005,2625.0
1107,2005,11375.5
1108,2005,13250.0
1109,2005,6625.0
1110,2005,14500.0
1111,2005,7500.0
1112,2005,15257.0
1113,2005,2625.0
1114,2005,2350.0
1115,2005,
1116,2005,2158.0
1117,2005,6179.0
1118,2005,9315.0
1119,2005,9315.0
1120,2005,14500.0
1121,2005,4958.0
1122,2005,5797.0
1123,2005,
1124,2005,2625.0
1125,2005,
1126,2005,2625.0
1127,2005,
1128,2005,3760.0
1129,2005,
1130,2005,4958.0
1131,2005,2625.0
1132,2005,
1133,2005,3395.0
1134,2005,21000.0
1135,2005,6625.0
1136,2005,
1137,2005,5125.0
1138,2005,
1139,2005,13000.0
1140,2005,2625.0
1141,2005,
1142,2005,
1143,2005,
1144,2005,2625.0
1145,2005,2625.0
1146,2005,
1147,2005,8250.0
1148,2005,9765.0
1149,2005,6625.0
1150,2005,4193.0
1151,2005,2500.0
1152,2005,2625.0
1153,2005,
1154,2005,10500.0
1155,2005,6625.0
1156,2005,4958.0
1157,2005,
1158,2005,2667.0
1159,2005,1852.0
1160,2005,7543.0
1161,2005,2625.0
1162,2005,11000.0
1163,2005,11625.0
1164,2005,3670.0
1165,2005,6125.0
1166,2005,
1167,2005,4417.0
1168,2005,5500.0
1169,2005,8281.5
1170,2005,10288.0
1171,2005,4795.0
1172,2005,4958.0
1173,2005,4958.0
1174,2005,6625.0
1175,2005,2625.0
1176,2005,2625.0
1177,2005,
1178,2005,6125.0
1179,2005,9000.0
1180,2005,
1181,2005,11000.0
1182,2005,16955.0
1183,2005,2625.0
1184,2005,11405.0
1185,2005,2625.0
1186,2005,8875.0
1187,2005,9625.0
1188,2005,10750.0
1189,2005,2625.0
1190,2005,
1191,2005,4417.0
1192,2005,2625.0
1193,2005,
1194,2005,
1195,2005,2375.0
1196,2005,2500.0
1197,2005,10500.0
1198,2005,2053.5
1199,2005,1750.0
1200,2005,6625.0
1201,2005,2625.0
1202,2005,15125.0
1203,2005,2625.0
1204,2005,1800.0
1205,2005,14500.0
1206,2005,
1207,2005,2625.0
1208,2005,2500.0
1209,2005,9930.0
1210,2005,2625.0
1211,2005,10312.0
1212,2005,5250.0
1213,2005,6625.0
1214,2005,5500.0
1215,2005,2016.0
1216,2005,6110.0
1217,2005,11000.0
1218,2005,
1219,2005,6625.0
1220,2005,3705.0
1221,2005,4375.0
1222,2005,5889.0
1223,2005,10204.0
1224,2005,
1225,2005,2625.0
1226,2005,10334.0
1227,2005,
1228,2005,6625.0
1229,2005,13625.0
1230,2005,13150.0
1231,2005,2625.0
1232,2005,6125.0
1233,2005,4000.0
1234,2005,2722.0
1235,2005,
1236,2005,9000.0
1237,2005,3866.0
1238,2005,
1239,2005,11000.0
1240,2005,9750.0
1241,2005,
1242,2005,8848.5
1243,2005,4417.0
1244,2005,11625.0
1245,2005,5044.0
1246,2005,2400.0
1247,2005,4958.0
1248,2005,7331.5
1249,2005,2625.0
1250,2005,5520.0
1251,2005,2625.0
1252,2005,
1253,2005,
1254,2005,7500.0
1255,2005,6982.0
1256,2005,6125.0
1257,2005,2625.0
1258,2005,1800.0
1259,2005,7500.0
1260,2005,2500.0
1261,2005,6625.0
1262,2005,11000.0
1263,2005,8479.0
1264,2005,10500.0
1265,2005,11670.0
1266,2005,10176.5
1267,2005,8297.0
1268,2005,7216.0
1269,2005,9690.0
1270,2005,6618.5
1271,2005,2625.0
1272,2005,
1273,2005,2405.0
1274,2005,10062.5
1275,2005,
1276,2005,
1277,2005,
1278,2005,2625.0
1279,2005,
1280,2005,6625.0
1281,2005,
1282,2005,2612.0
1283,2005,3500.0
1284,2005,16000.0
1285,2005,2625.0
1286,2005,6250.0
1287,2005,6120.0
1288,2005,7681.0
1289,2005,
1290,2005,2400.0
1291,2005,2625.0
1292,2005,11625.0
1293,2005,10500.0
1294,2005,2625.0
1295,2005,2625.0
1296,2005,13725.0
1297,2005,2625.0
1298,2005,5500.0
1299,2005,8750.0
1300,2005,12814.5
1301,2005,2625.0
1302,2005,3500.0
1303,2005,9217.5
1304,2005,
1305,2005,
1306,2005,7409.0
1307,2005,8750.0
1308,2005,13516.0
1309,2005,8200.0
1310,2005,
1311,2005,7175.0
1312,2005,
1313,2005,2625.0
1314,2005,10675.0
1315,2005,2625.0
1316,2005,
1317,2005,13028.0
1318,2005,2625.0
1319,2005,11000.0
1320,2005,9000.0
1321,2005,11000.0
1322,2005,
1323,2005,11000.0
1324,2005,8743.0
1325,2005,3337.0
1326,2005,6625.0
1327,2005,6125.0
1328,2005,3435.0
1329,2005,3938.0
1330,2005,6624.0
1331,2005,11000.0
1332,2005,2625.0
1333,2005,2625.0
1334,2005,2625.0
1335,2005,2625.0
1336,2005,3062.0
1337,2005,3313.0
1338,2005,3313.0
1339,2005,2625.0
1340,2005,2625.0
1341,2005,2845.0
1342,2005,2625.0
1343,2005,1785.0
1344,2005,2625.0
1345,2005,4375.0
1346,2005,5500.0
1347,2005,5250.0
1348,2005,5250.0
1349,2005,5250.0
1350,2005,5250.0
1351,2005,6226.0
1352,2005,5250.0
1353,2005,5250.0
1354,2005,7969.0
1355,2005,4984.5
1356,2005,4625.0
1357,2005,6125.0
1358,2005,3806.5
1359,2005,4356.0
1360,2005,10734.0
1361,2005,4049.0
1362,2005,4140.0
1363,2005,4612.5
1364,2005,6125.0
1365,2005,6125.0
1366,2005,6625.0
1367,2005,7500.0
1368,2005,6625.0
1369,2005,3701.0
1370,2005,2625.0
1371,2005,
1372,2005,4417.0
1373,2005,4417.0
1374,2005,3842.5
1375,2005,6125.0
1376,2005,10913.0
1377,2005,7875.0
1378,2005,8750.0
1379,2005,4375.0
1380,2005,4834.5
1381,2005,
1382,2005,4783.0
1383,2005,4417.0
1384,2005,7500.0
1385,2005,
1386,2005,17125.0
1387,2005,5500.0
1388,2005,6625.0
1389,2005,4144.0
1390,2005,3500.0
1391,2005,3938.0
1392,2005,2625.0
1393,2005,2665.0
1394,2005,15761.0
1395,2005,2625.0
1396,2005,8250.0
1397,2005,9000.0
1398,2005,3500.0
1399,2005,17125.0
1400,2005,6625.0
1401,2005,6625.0
1402,2005,
1403,2005,11088.0
1404,2005,9000.0
1405,2005,6707.5
1406,2005,14375.0
1407,2005,3625.0
1408,2005,5065.0
1409,2005,14375.0
1410,2005,8875.0
1411,2005,5279.0
1412,2005,6125.0
1413,2005,11000.0
1414,2005,
1415,2005,4189.0
1416,2005,4692.0
1417,2005,10525.5
1418,2005,13750.0
1419,2005,10918.5
1420,2005,14500.0
1421,2005,14500.0
1422,2005,5312.0
1423,2005,2665.0
1424,2005,7388.5
1425,2005,13479.5
1426,2005,11000.0
1427,2005,6125.0
1428,2005,3500.0
1429,2005,6125.0
1430,2005,2625.0
1431,2005,6125.0
1432,2005,6125.0
1433,2005,9900.0
1434,2005,10500.0
1435,2005,11920.0
1436,2005,6625.0
1437,2005,6625.0
1438,2005,6625.0
1439,2005,3326.0
1440,2005,
1441,2005,3500.0
1442,2005,3037.0
1443,2005,2625.0
1444,2005,
1445,2005,6625.0
1446,2005,5625.0
1447,2005,11750.0
1448,2005,8467.0
1449,2005,3312.0
1450,2005,9082.0
1451,2005,2625.0
1452,2005,2625.0
1453,2005,3313.0
1454,2005,4785.0
1455,2005,3751.0
1456,2005,13500.0
1457,2005,15813.0
1458,2005,5500.0
1459,2005,2625.0
1460,2005,6125.0
1461,2005,6125.0
1462,2005,11750.0
1463,2005,7250.0
1464,2005,2665.0
